时间,点赞,评论
2022.04.13,0,把我扔进那个全员健身的宿舍，不论我怎么叫都别救我[抱拳][抱拳]
2022.04.13,0,假面骑士
2022.04.13,0,哈哈哈哈，现在封校每天晚上都这么欢乐，没封的时候都懒得出去[狗子]
2022.04.13,0,真好
2022.04.13,0,第一个绝对是常德老乡
2022.04.13,0,看来大家都憋坏了，希望疫情早日结束[锦鲤]🍀✨💐
2022.04.13,0,@爺不死 [Cat2_OddFriend]
2022.04.13,0,封校在家，我也希望在学校啊
2022.04.13,0,哈哈哈
2022.04.13,0,人才辈出
2022.04.13,0,在家……[藏狐]
2022.04.13,0,我，大学生，一个星期25节大课，全周无修。但是说提前放假把课调周末了[笑哭]
2022.04.13,0,第一段想起阿码棕那个视频
2022.04.13,0,羡慕的大学生活
2022.04.13,0,疫情快过去吧，你看看都把孩子逼成……当我没说……[镜音铃·连_汗]
2022.04.13,0,《平  成  黑  帮  在  校  园》[妙啊]
2022.04.13,0,@富贵妮- 救命啊！
2022.04.13,0,疫情下的青春也可以很快乐，你的青春与自己的选择有关[给心心]
2022.04.13,0,@桔子and汽水
2022.04.13,0,青春！
2022.04.13,0,咱就是说我还没开学[大哭]
2022.04.13,0,老铁们，别赞了，都200多赞了，现在还有50条消息都是这个弹幕“初三在家看大学疯”。。。好无语😓
2022.04.13,0,大四了，疫情推迟返校[笑哭]，我的大学生活
2022.04.13,0,笑死，因为疫情现在还没返校
2022.04.13,0,好耶是卡面来打
2022.04.13,0,我们开学了了无期[藏狐]这大学寄了
2022.04.13,0,"快乐和幸福并不局限于某种工作、某种生活、某种物质、某件事
快乐的根本就是一个个快乐着的人
总能在平凡里找到乐子，这也很酷不是吗[打call]"
2022.04.13,0,我可以去大学宿舍隔离吗
2022.04.13,0,爱情公寓的bgm很应景 已经燃起来了！
2022.04.13,0,[泼水节]
2022.04.13,0,疫情期间聚众容易传播，这学校在哪请曝光一下
2022.04.13,0,1000人在看，看来是真的闲
2022.04.13,0,第一个好秀啊
2022.04.13,0,来打！[打call]
2022.04.13,0,[热词系列_知识增加]
2022.04.13,0,我的未来室友我做主[吃瓜]
2022.04.13,0,假面骑士抓了个妹子
2022.04.13,0,我在学校就没快乐过几次，这十几年
2022.04.13,0,视频内容你得到授权了吗
2022.04.13,0,封面呢，封面呢
2022.04.13,0,《关于1000+人和我一起看封校大学生的生活这件事》
2022.04.13,0,我的宿舍就是正常的网吧四连坐罢了[大笑]
2022.04.13,0,哈，我们学校把体育场给封了……哪来的快乐啊，开学以来天天网课我们同学都快憋出毛病了
2022.04.13,0,请问开头那个BGM是啥啊
2022.04.13,0,人不可能一直天真的吧
2022.04.13,0,看到逼王就啪一下点进来了
2022.04.13,0,讲道理，有这样的朋友一起疯一起搞笑可真羡慕[酸了]
2022.04.13,0,年轻真好
2022.04.13,0,你们封校，我这封寝[委屈]谢谢，已经疯了
2022.04.13,0,我要封面
2022.04.13,0,千手一族都我帮你打破419和420的评论
2022.04.13,0,快让疫情滚啊！都几年了！来自20高考毕业生
2022.04.13,0,发弹幕的初三高三别被骗了，封校的大学真没这么快乐[大哭]
2022.04.13,0,好欢乐好青春呀，我这个社畜都看哭了
2022.04.13,0,那个广场舞的好像是咱广埠屯女子大学？？[doge]
2022.04.13,0,不用上课吗？
2022.04.13,0,快乐归快乐，我还是想家
2022.04.13,0,有的甚至30℃开不了空调
2022.04.13,0,上海大学生哭了
2022.04.13,0,40秒的那个叫什么呀，小时候超爱玩
2022.04.13,0,好羡慕啊，只能说欢乐都是别的学校的[酸了]
2022.04.13,0,我就只想看看假面骑士
2022.04.13,0,看到封面才进来的，为什么没有封面的[藏狐]
2022.04.13,0,r
2022.04.13,0,作业不够多啊
2022.04.13,0,都好快乐呀！我也想去和同学一起到校园操场玩耍，但作为一个大四狗我太懒了又不想动
2022.04.13,0,已经封校了还能这种活动的，看来该封到寝室了
2022.04.13,0,[热词系列_爱了爱了]
2022.04.13,0,减少大范围聚集好吗，你怎么知道跟你跳广场舞的没有晚上翻墙出去蹦迪的？
2022.04.13,0,好的大学是快乐的基础，学校基础建设良好，福利也好，那时候疯玩的也会有底气，不是吗[鼓掌]。好好学习吧，今年我高二，每天晚上学到凌晨一点，没什么梦想，只想去大学看看，是否像父母说的那样美好。加油吧，让我们拿起笔，开始刷五三[墨镜]
2022.04.13,0,在外实习，酒店隔离，没人陪着玩[大哭]
2022.04.13,0,@乌拉波波沙
2022.04.13,0,要是有一例全都没了[吃瓜]
2022.04.13,0,优秀呀
2022.04.13,0,四大才子绷不住了
2022.04.13,0,窝家里两个月了
2022.04.13,0,可是不封比这还多彩怎么不说
2022.04.13,0,我只想看假面骑士
2022.04.13,0,这一届老了要学的广场舞有很多啊。
2022.04.13,0,第一个太危险了，万一他不想吃饭想休息怎么办。。。，。，
2022.04.13,0,视频和配乐几个意思？ 我的未来室友我做主？[doge]
2022.04.13,0,"中午我去食堂，你们谁去？，，，，，
没人去，是吧，那我自己去了啊！！[doge][doge][doge]"
2022.04.13,0,考研人遇上封校，是学也学不痛快，玩还不敢玩[tv_笑哭]
2022.04.13,0,@箱某人 [doge]
2022.04.13,0,不是假面骑士呢，看完都没看到
2022.04.13,0,@黑洲儿 来看！
2022.04.13,0,吱
2022.04.13,0,太快乐了[呲牙]
2022.04.13,0,好喜欢生机勃勃的亚子
2022.04.13,0,https://www.bilibili.com/video/BV1dY4y1e7XG?spm_id_from=333.999.0.0
2022.04.13,0,可以可以
2022.04.13,0,真的好快乐，好有感染力
2022.04.13,0,为什么不利用这个时间读书[疑惑][疑惑][疑惑][疑惑][疑惑]
2022.04.13,0,我也想试试一群人在学校穿着皮套玩[滑稽]
2022.04.13,0,本校：快乐麻将行为 谁懂 哈哈哈哈哈
2022.04.13,0,打团不带剑，但是带了龙
2022.04.13,0,@春日青cccc 笑拉了
2022.04.13,0,爽诶！
2022.04.13,0,乐，乐死了
2022.04.13,0,这不是我们学校的吗[笑哭]
2022.04.13,0,谢谢，久违了让我开心了一下
2022.04.13,0,[热词系列_知识增加]
2022.04.13,0,如果没有疫情，确实会是这样
2022.04.13,0,果然无论什么年龄都爱广场舞吗[脱单doge]
